ENODEB_NAME,Latitude,Longitude
LTE_Emvubukazi_DN_KZN,-30.2898888888889,29.8314444444444
RAN_Waaihoek_KZN,-28.4801388888889,30.0961388888889
RAN_Redbro_Centre_KZN,-29.7013055555556,31.0034444444444
RAN_Illovo_Sugar_MTN_KZN,-30.088455,30.841303
RAN_Macayana_Church_KZN,-30.0477777777778,30.8194444444444
RAN_Baynesfield_Est_KZN,-29.7711111111111,30.3
LTE_GreyvilleRC_10_DN_KZN,-29.84024,31.015013
RAN_Mfekayi_KZN,-28.1586111111111,32.2741666666667
RAN_Wiggins_East_ATC_KZN,-29.853928,30.966292
RAN_Ridgeview_Res_ATC_KZN,-29.8650833333333,30.9491111111111
LTE_The_Oyster_Box_DN_KZN,-29.728374,31.087136
RAN_Missions_Ablaze_KZN,-29.58675,31.114
RAN_35_Longcr_Dr_MTN_KZN,-29.708159457,31.005245468
RAN_Pelham_MTN_KZN,-29.629182,30.38514
LTE_Qondile_1_DN_KZN,-27.474715,32.056318
RAN_Hol_Inn_E_Int_MTN_KZN,-29.7281666666667,31.0716944444444
RAN_Jewerlall_Rd_Lotusville_ATC_KZN,-29.5674,30.3858
LTE_Ngwelezane_Mob_KZN,-28.77784,31.865859
RAN_Mahogany_Ridge_KZN,-29.818333,30.813066
RAN_Palmiet_North_ATC_KZN,-29.808581,30.972002
RAN_Bayhead_North_ATC_KZN,-29.891222,31.014722
RAN_Ansteys_Beach_CP1_KZN,-29.922812,31.019727
RAN_Palm_View_MTN_KZN,-29.666014,31.034238
